batch_id,model,parameters,processor,category,total_runs,count_failures,count_success,success_rate,R_efficiency,R_exponential,R_linear,R_robust,total_tokens_ave,total_tokens_mean,total_tokens_median,total_tokens_min,total_tokens_max,latency_ave,latency_mean,latency_median,latency_min,latency_max
phi4_4f04_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_4fb8_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,16519.0,16519.0,16519.0,16519,16519,131.27,131.27,131.27,131.27,131.27
phi4_5183_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2824.0,2824.0,2824.0,2824,2824,24.7,24.7,24.7,24.7,24.7
phi4_5355_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,19.64,19.64,19.64,19.64,19.64
phi4_54d3_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,25.0,22.313016014842983,39.99999999999999,60.0,11710.0,11710.0,11710.0,11710,11710,81.45,81.45,81.45,81.45,81.45
phi4_54ee_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_54f2_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,19.58,19.58,19.58,19.58,19.58
phi4_5532_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.81,13.81,13.81,13.81,13.81
phi4_580b_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5334.0,5334.0,5334.0,5334,5334,34.89,34.89,34.89,34.89,34.89
phi4_5855_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_59ba_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8606.0,8606.0,8606.0,8606,8606,59.84,59.84,59.84,59.84,59.84
phi4_59d8_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2757.0,2757.0,2757.0,2757,2757,19.61,19.61,19.61,19.61,19.61
phi4_5a7d_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.55,13.55,13.55,13.55,13.55
phi4_5ae2_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2686.0,2686.0,2686.0,2686,2686,18.28,18.28,18.28,18.28,18.28
phi4_5aef_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.52,13.52,13.52,13.52,13.52
phi4_5bff_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.48,19.48,19.48,19.48,19.48
phi4_5e40_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5658.0,5658.0,5658.0,5658,5658,37.54,37.54,37.54,37.54,37.54
phi4_5f7f_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5850.0,5850.0,5850.0,5850,5850,41.01,41.01,41.01,41.01,41.01
phi4_60a1_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.5,13.5,13.5,13.5,13.5
phi4_60c5_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,6148.0,6148.0,6148.0,6148,6148,46.59,46.59,46.59,46.59,46.59
phi4_60ea_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5115.0,5115.0,5115.0,5115,5115,30.64,30.64,30.64,30.64,30.64
phi4_6109_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.55,13.55,13.55,13.55,13.55
phi4_619e_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.46,19.46,19.46,19.46,19.46
phi4_63ae_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.47,19.47,19.47,19.47,19.47
phi4_665a_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.13,19.13,19.13,19.13,19.13
phi4_66aa_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2618.0,2618.0,2618.0,2618,2618,16.95,16.95,16.95,16.95,16.95
phi4_681b_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2675.0,2675.0,2675.0,2675,2675,18.08,18.08,18.08,18.08,18.08
phi4_6990_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,19.56,19.56,19.56,19.56,19.56
phi4_6a21_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.17,19.17,19.17,19.17,19.17
phi4_6a34_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.7,19.7,19.7,19.7,19.7
phi4_6c9d_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.47,19.47,19.47,19.47,19.47
phi4_6e1e_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2710.0,2710.0,2710.0,2710,2710,18.84,18.84,18.84,18.84,18.84
phi4_6e83_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2612.0,2612.0,2612.0,2612,2612,16.88,16.88,16.88,16.88,16.88
phi4_7212_psg_batch,phi4,NP,psg,phi4_psg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,14502.0,14502.0,14502.0,14502,14502,97.01,97.01,97.01,97.01,97.01
phi4_7357_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5711.0,5711.0,5711.0,5711,5711,38.43,38.43,38.43,38.43,38.43
phi4_741a_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.5,13.5,13.5,13.5,13.5
phi4_74c0_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.12,19.12,19.12,19.12,19.12
phi4_7649_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8591.0,8591.0,8591.0,8591,8591,59.36,59.36,59.36,59.36,59.36
phi4_770f_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5818.0,5818.0,5818.0,5818,5818,40.61,40.61,40.61,40.61,40.61
phi4_7716_psg_batch,phi4,NP,psg,phi4_psg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,14502.0,14502.0,14502.0,14502,14502,97.01,97.01,97.01,97.01,97.01
phi4_778b_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.1,19.1,19.1,19.1,19.1
phi4_7927_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.74,19.74,19.74,19.74,19.74
phi4_7994_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_7a10_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5818.0,5818.0,5818.0,5818,5818,40.61,40.61,40.61,40.61,40.61
phi4_7b36_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.5,13.5,13.5,13.5,13.5
phi4_7cc0_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_7d5b_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8331.0,8331.0,8331.0,8331,8331,54.55,54.55,54.55,54.55,54.55
phi4_8057_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,20.0,13.53352832366127,19.999999999999996,30.0,14826.0,14826.0,14826.0,14826,14826,101.09,101.09,101.09,101.09,101.09
phi4_8116_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,20.0,13.53352832366127,19.999999999999996,30.0,13625.0,13625.0,13625.0,13625,13625,80.47,80.47,80.47,80.47,80.47
phi4_8145_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2807.0,2807.0,2807.0,2807,2807,20.54,20.54,20.54,20.54,20.54
phi4_828c_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_836c_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.58,13.58,13.58,13.58,13.58
phi4_8416_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.49,13.49,13.49,13.49,13.49
phi4_85a9_psg_batch,phi4,NP,psg,phi4_psg_NP,30,12,18,60.0,30.999999999999993,30.480102522557107,36.666666666666664,41.333333333333336,10342.066666666668,10342.066666666668,13372.0,2233,14467,66.58833333333334,66.58833333333334,77.685,13.72,102.67
phi4_85a9_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,30,0,30,100.0,79.72222222222221,82.70378106730793,90.00000000000001,95.99999999999999,4298.133333333333,4298.133333333333,2834.5,2525,12308,32.17466666666667,32.17466666666667,21.869999999999997,16.08,97.05
phi4_8666_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8362.0,8362.0,8362.0,8362,8362,55.06,55.06,55.06,55.06,55.06
phi4_876f_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,20.0,13.53352832366127,19.999999999999996,30.0,13916.0,13916.0,13916.0,13916,13916,85.9,85.9,85.9,85.9,85.9
phi4_878e_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2545.0,2545.0,2545.0,2545,2545,15.57,15.57,15.57,15.57,15.57
phi4_88b4_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,25.0,22.313016014842983,39.99999999999999,60.0,11420.0,11420.0,11420.0,11420,11420,80.95,80.95,80.95,80.95,80.95
phi4_8a4b_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.45,19.45,19.45,19.45,19.45
phi4_8b8a_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8148.0,8148.0,8148.0,8148,8148,51.03,51.03,51.03,51.03,51.03
phi4_8bfa_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2807.0,2807.0,2807.0,2807,2807,20.54,20.54,20.54,20.54,20.54
phi4_8c30_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,19.57,19.57,19.57,19.57,19.57
phi4_8d1f_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.17,19.17,19.17,19.17,19.17
phi4_8d36_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.53,13.53,13.53,13.53,13.53
phi4_8f24_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.69,13.69,13.69,13.69,13.69
phi4_90c4_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2552.0,2552.0,2552.0,2552,2552,15.72,15.72,15.72,15.72,15.72
phi4_9257_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.65,19.65,19.65,19.65,19.65
phi4_9295_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5658.0,5658.0,5658.0,5658,5658,37.54,37.54,37.54,37.54,37.54
phi4_93ef_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_946d_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8606.0,8606.0,8606.0,8606,8606,59.84,59.84,59.84,59.84,59.84
phi4_949c_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2764.0,2764.0,2764.0,2764,2764,19.74,19.74,19.74,19.74,19.74
phi4_951b_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,25.0,22.313016014842983,39.99999999999999,60.0,11315.0,11315.0,11315.0,11315,11315,73.92,73.92,73.92,73.92,73.92
phi4_968d_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2612.0,2612.0,2612.0,2612,2612,16.88,16.88,16.88,16.88,16.88
phi4_96f9_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2757.0,2757.0,2757.0,2757,2757,19.58,19.58,19.58,19.58,19.58
phi4_9a07_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2306.0,2306.0,2306.0,2306,2306,14.85,14.85,14.85,14.85,14.85
phi4_9a74_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5384.0,5384.0,5384.0,5384,5384,35.86,35.86,35.86,35.86,35.86
phi4_9cc5_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.56,13.56,13.56,13.56,13.56
phi4_9d43_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.48,19.48,19.48,19.48,19.48
phi4_9ffc_psg_batch,phi4,NP,psg,phi4_psg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,15162.0,15162.0,15162.0,15162,15162,109.43,109.43,109.43,109.43,109.43
phi4_a007_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2710.0,2710.0,2710.0,2710,2710,18.84,18.84,18.84,18.84,18.84
phi4_a06f_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.65,19.65,19.65,19.65,19.65
phi4_a0b0_psg_batch,phi4,NP,psg,phi4_psg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,15162.0,15162.0,15162.0,15162,15162,109.43,109.43,109.43,109.43,109.43
phi4_a0dc_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2646.0,2646.0,2646.0,2646,2646,17.52,17.52,17.52,17.52,17.52
phi4_a233_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.47,19.47,19.47,19.47,19.47
phi4_a368_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2618.0,2618.0,2618.0,2618,2618,16.95,16.95,16.95,16.95,16.95
phi4_a489_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,19.64,19.64,19.64,19.64,19.64
phi4_a49e_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8307.0,8307.0,8307.0,8307,8307,53.97,53.97,53.97,53.97,53.97
phi4_a56b_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.46,19.46,19.46,19.46,19.46
phi4_a60b_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2605.0,2605.0,2605.0,2605,2605,16.72,16.72,16.72,16.72,16.72
phi4_a69a_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.53,13.53,13.53,13.53,13.53
phi4_a897_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.81,13.81,13.81,13.81,13.81
phi4_aa6f_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.53,13.53,13.53,13.53,13.53
phi4_ab1e_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8404.0,8404.0,8404.0,8404,8404,55.88,55.88,55.88,55.88,55.88
phi4_ac04_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,100.0,100.0,100.0,100.0,2393.0,2393.0,2393.0,2393,2393,16.46,16.46,16.46,16.46,16.46
phi4_ac79_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,50.0,60.653065971263345,80.0,100.0,5182.0,5182.0,5182.0,5182,5182,31.94,31.94,31.94,31.94,31.94
phi4_aef6_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
phi4_b0ec_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2757.0,2757.0,2757.0,2757,2757,19.65,19.65,19.65,19.65,19.65
phi4_b183_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2756.0,2756.0,2756.0,2756,2756,28.11,28.11,28.11,28.11,28.11
phi4_b6fd_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2750.0,2750.0,2750.0,2750,2750,19.74,19.74,19.74,19.74,19.74
phi4_b7bf_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.1,19.1,19.1,19.1,19.1
phi4_b8d5_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2757.0,2757.0,2757.0,2757,2757,19.58,19.58,19.58,19.58,19.58
phi4_b981_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2245.0,2245.0,2245.0,2245,2245,13.56,13.56,13.56,13.56,13.56
phi4_b9d1_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2732.0,2732.0,2732.0,2732,2732,19.12,19.12,19.12,19.12,19.12
phi4_b9eb_tpusg_batch,phi4,NP,tpusg,phi4_tpusg_NP,1,0,1,100.0,20.0,13.53352832366127,19.999999999999996,30.0,15157.0,15157.0,15157.0,15157,15157,107.2,107.2,107.2,107.2,107.2
phi4_baaa_psg_batch,phi4,NP,psg,phi4_psg_NP,1,1,0,0.0,0.0,0.0,0.0,0.0,14413.0,14413.0,14413.0,14413,14413,99.26,99.26,99.26,99.26,99.26
phi4_bb4e_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,25.0,22.313016014842983,39.99999999999999,60.0,11710.0,11710.0,11710.0,11710,11710,81.45,81.45,81.45,81.45,81.45
phi4_bb66_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.5,13.5,13.5,13.5,13.5
phi4_c1df_psg_batch,phi4,NP,psg,phi4_psg_NP,1,0,1,100.0,33.33333333333333,36.787944117144235,60.0,60.0,8591.0,8591.0,8591.0,8591,8591,59.36,59.36,59.36,59.36,59.36
phi4_c26f_tpusg_batch,phi4,P,tpusg,phi4_tpusg_P,30,0,30,100.0,100.0,100.0,100.0,100.0,2749.5333333333333,2749.5333333333333,2750.0,2732,2756,15.212666666666667,15.212666666666667,14.254999999999999,13.99,42.92
phi4_c49f_psg_batch,phi4,P,psg,phi4_psg_P,1,0,1,100.0,100.0,100.0,100.0,100.0,2242.0,2242.0,2242.0,2242,2242,13.51,13.51,13.51,13.51,13.51
